source_pdf,query,answer
Organic framing guide.pdf,How to weed management for Turmeric?,"Critical stage Recommended practice for organic of weeding condition 30-45 DAS Hand weeding Yield Year 1st2nd3rdMean Economic yield (kg/ha) 3350 4440 4940 4243 254 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Sunhemp (Green manure summer) Important features of suitable variety Variety PAU 1691 Duration (days) 45-60 Source (s) of availability PAU Suitable regions/districts in the state Punjab Field preparation: Ploughing and planking Cultural practices Seed rate (kg/ha) 50 Spacing (row x plant) in cm 22.5 cm row spacing"
Organic framing guide.pdf,How to irrigation for Turmeric?,(cm) 3 - 7...
Organic framing guide.pdf,How to weed management for Turmeric?,"Critical stage Recommended practice for organic of weeding condition 30-45 DAS Hand weeding Yield Year 1st2nd3rdMean Economic yield (kg/ha) 3570 5420 4870 4620 256 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Cowpea fodder Field preparation: One ploughing followed by planking Cultural practices Seed rate (kg/ha) 50 Spacing (row x plant) in cm 30 cm row spacing"
Organic framing guide.pdf,How to weed management for Turmeric?,"Critical stage Recommended practice for organic condition of weeding 30-40 DAS Hand weeding Yield Year 1st2nd3rdMean Economic yield (kg/ha) green fodder 24360 37270 31750 31127 Maize + cowpea (fodder) Organic fodder production experimental block at PAU, Ludhiana 257 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram"
Organic framing guide.pdf,How to harvesting for Maize?,"2nd fortnight of Oct Variety J 1006 Important features of suitable variety Variety J 1006 Source (s) of availability PAU Suitable regions/districts in the state Punjab Specific resistance / tolerance to disease Maydis leaf blight, Brown Stripe downy mildew Field preparation: Two ploughing (Disc harrow/Cultivator) and planking Cultural practices Seed rate (kg/ha) 75 Spacing (row x plant) in cm 30 cm row spacing Basal application of organic Source Quantity/ha manures FYM ( 1% N) 8.75 tonnes"
Organic framing guide.pdf,How to irrigation for Maize?,practices Number of Depth of
Organic framing guide.pdf,How to irrigation for Maize?,"(cm) 8 7.5 Major weeds Commelina benghalensis, Trianthema portulacastrum& Brachiaria reptans Optimum stage of"
Organic framing guide.pdf,How to harvesting for Maize?,"50-60 DAS Yield Year 1st2nd3rd4th5th6th7th8thMean Green fodder yield 16700 9620 12040 14760 14610 13330 24520 38900 18060 (kg/ha) 258 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Berseem Important features of suitable variety Variety BL 10 Source (s) of availability PAU Suitable regions/districts in the state Punjab Field preparation: Three ploughing and Planking Cultural practices Seed rate (kg/ha) 20 Pre-sowing/planting Material Recommended Met hod of treatment of seed/seedlings rate application Rhizobium 0..."
Organic framing guide.pdf,How to irrigation for Maize?,"s 6 7.5 Major weeds Poa annua, Trianthema potulacastrum Yield Year 1st2nd3rd4th5th6th7th8thMean Economic yield (kg/ha) 78000 57370 67970 62760 62750 76810 61850 61100 66076 259 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram"
Organic framing guide.pdf,How to irrigation for Bajra?,practices Number of Depth of
Organic framing guide.pdf,How to irrigation for Bajra?,"s 8 7.5 Major weeds Commelina benghalensis, Trianthema portulacastrum& Brachiaria reptans Optimum stage of"
Organic framing guide.pdf,How to harvesting for Bajra?,"40-55 DAS Yield Year 1st2nd3rd4th5th6th7th8thMean Economic yield (kg/ha) 46500 75140 53470 31990 34130 26810 24270 34600 40864 (Green fodder) 260 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Maize + Cowpea summer Important features of suitable varieties Varieties J 1006, Cowpea 88 Source (s) of availability PAU Suitable regions/districts in the state Punjab Field preparation: Two ploughing and planking Cultural practices Seed rate (kg/ha) 37.5+37.5 Spacing (row x plant) in cm 30 cm row spacing Basal application of organic Source Quantity/ha manures FYM (1% N) 8.75 tonnes"
Organic framing guide.pdf,How to irrigation for Bajra?,"s 8 7.5 Major weeds Trianthema potulacastrum, Digitaria sanguinalis Optimum stage of"
Organic framing guide.pdf,How to harvesting for Bajra?,"50-60 DAS Yield Year 1st2nd3rd4th5th6th7th8thMean Green fodder yield 43200 40610 33020 34740 29330 30000 29470 34600 34371 (kg/ha) 261 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Berseem under different management systems Organic Summer Greengram Chemical basmati rice Organic basmati rice Green manure (Sunnhemp) Chemical (L) and organic (R) Turmeric 262 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram RAJASTHAN Suggested cropping systems (based on testing at MPUAT & NPOF) 1. Blackgram-fenugreek 2. Clusterbean-chickpea3. Sesame-cumin4..."
Organic framing guide.pdf,How to harvesting for Bajra?,"Second Fortnight of October Variety PU-31 Important features of suitable variety Variety PU-31 Duration (days) 70-80 days Average yield under organ ic condition ( kg/ha) 1000-1200 kg/ha 263 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Source (s) of availability RSSC,Udaipur Suitable regions/districts in the state Udaipur, Bhilwara, Chittorgarh, Rajsamand, Banswara Field preparation: 1. Deep summer ploughing to hamper the population of soil born pest and disease pathogen. 2..."
Organic framing guide.pdf,How to seed treatment for Bajra?,"8 g/kg seeds Neem cake 200 Kg/ha Soil treatment before sowing 264 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Spacing (row x plant) in cm 30x10 cm Basal application of organic Source Quantity/ha manures FYM 4 tonnes Top dressing of organic manures Source Quantity/ha Days after sowing/planting or stage of crop BD-500 75 g/40L water 20 DAS in evening beforesowing BD-501 2.5 g/40L water 20 DAS in morning 15 DAS"
Organic framing guide.pdf,How to irrigation for Bajra?,practices Number of irriga tions Most critical stages Depth of for
Organic framing guide.pdf,How to irrigation for Bajra?,"(cm) 2 Flowering & pod 30 cm formation Major weeds Local Name English name Scientific name Motha Nutsedge Cyperus spp. Bokna Day flower Commelina benghalensis Salara White cock’s comb Celosia arvensis Kundra Digera Digera arvensis Sanwa ghas Barnyard grass Echinochloa crusgalli Kodon Goosegrass Eleusine indica Sathi Horse purslane Trianthema portulacstrum Doob ghas Bermuda grass Cynodon dactylon Congress ghas Parthenium Parthenium hysterophorus Hazardana Hazardana Phyllanthus niruri Dooddi Euphorbia Euphorbia spp. 265 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram"
Organic framing guide.pdf,How to weed management for Bajra?,"Critical stage of weeding Recommended practice for organic condition Early stage of crop Weed control in organic systems, especially growth, crop should in bl ack gram production, relies heavily on be weed free up to crop rotations, cover crops and mulching. For 30 DAS cultivation to be successful, a straight, well prepared bed, as well as straight seedinglines in a conventional pattern is necessary for operation of cultivating implements to remove the most weeds while leaving the crop undisturbed..."
Organic framing guide.pdf,How to harvesting for Bajra?,"Second Fortnight of March Variety RMT-1 Important features of suitable variety Variety RMT-1 Duration (days) 140-150 Days Average yield under organ ic condition (kg/ha) 1500-2000 Kg/ha. Source (s) of availability RSSC UdaipurSuitable regions/districts in the state Udaipur, Bhilwara,Chittorgarh,Banswara Specific tolerance to drought/waterlogging No Field preparation: Ploughing is necessary to break up any compact layers in the soil so that root can penetrate deep in the soil to obtain moisture from the depth during dry periods..."
Organic framing guide.pdf,How to seed treatment for Bajra?,"8 g/kg seeds Spacing (row x plant) in cm 30x5 cm Basal application of organic Source Quantity/ha manures FYM 6 tonnesBD-500 in the evening 75 g/40L Waterbefore sowing Top dressing of organic manures Source Quantity/ha Days aftersowing/plantingor stage of crop BD-500 75 g/40L water 20 DAS in evening beforesowing BD-501 2.5 g/40L water 20 DAS in morning 15 DAS 268 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram"
Organic framing guide.pdf,How to irrigation for Bajra?,"(cm) 3 Flowering & Pod 30 cm formation Major weeds Convolvulus arvensis, Anglensis arvensis, Cornopus didymus, Chenopodium album, Chenopodium murele"
Organic framing guide.pdf,How to weed management for Bajra?,"Critical stage of weeding Recommended practice for organic condition 30 DAS & 50 DAS, Hand weeding if necessary Organic plant protection Name of pest/disease Organic material Quantity practices r ecommended for control Powdery mildew Three sp rays of BD-501 2.5 g/40 litre First on appearance of water disease and repeat after 15 days interval. Aphids Two sprays of Neem 10 ml/litre water oil (10ml/L) First onappearance of pestand repeat after 15 days interval..."
Organic framing guide.pdf,How to harvesting for Bajra?,"Second Fortnight of October Variety RGC-1017 Important features of suitable variety Variety RGC-1017 Duration (days) 90-99 days Average yield under organ ic condition ( kg/ha) 1000-1400 Kg/ha Source (s) of availability RSSC,Udaipur Suitable regions/districts in the state Udaipur, Bhilwara,Chttorgarh,Banswara Field preparation: 1. Deep summer ploughing to hamper the population of soil born pest and disease pathogen. 2. Deep ploughing is necessary to break up any compact layers in the soil so that root can penetrate deep in the soil to obtain moisture from the depth during dry periods..."
Organic framing guide.pdf,How to irrigation for Bajra?,"(cm) 3 Branching, flowering 30 cm and pod formation Major weeds Local Name English name Scientific name Motha Nutsedge Cyperus spp..."
Organic framing guide.pdf,How to weed management for Bajra?,"Critical stage of weeding Recommended practice for organic condition Early stage of crop Weed control in organic systems, especially growth, crop should in organic cluster bean production, relies be weed free up to 45 heavily on crop rotations, cover crops and DAS mulching. For cultivation to be successful, a straight, well prepared bed, as well as straight seeding lines in a conventional row pattern is necessary for operation ofcultivating implements to remove the most weeds while leaving the crop undisturbed..."
Organic framing guide.pdf,How to harvesting for Chickpea?,"Second Fortnight of March Variety GNG-469 (Samrat) Important features of suitable variety Variety GNG-469 (Samrat) Duration (days) 145-147 days Average yield under organ ic condition ( kg/ha) 2000-2500 Kg/ha Source (s) of availability RSSC, UdaipurSuitable regions/districts in the state Udaipur, Bhilwara,Chttorgarh,Banswara, Kota Specific resistance / tolerance to pest Pod borerSpecific resistance / tolerance to disease Root rot, wilt and collar rot Specific tolerance to drought/waterlogging No Field preparation: Ploughing is necessary to break up any compact layers in the soil so that root ca..."
Organic framing guide.pdf,How to irrigation for Chickpea?,"(cm) 2 Flowering and pod 30 cm formation 275 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Major weeds Convolvulus arvensis, Anglensis arvensis, Cornopus didymus, Chenopodium album, Chenopodium murale"
Organic framing guide.pdf,How to weed management for Chickpea?,"Critical stage of weeding Recommended practice for organic condition Early stage of crop Weed control in organic gram, relies on growth, crop should crop rotations, cover crops and mulching. For be weed free up to cultivation to be successful, a straight, well45 DAS prepared bed, as well as straight seeding lines in a conventional diamond pattern isnecessary for operation of cultivatingimplements to remove the most weeds while leaving the crop undisturbed. To keep the weeds down, two hand weedings, onemechanical weeding and hoeing at 30 DAS and one hand weeding at 45 DAS should be given..."
Organic framing guide.pdf,How to harvesting for Sesame?,"Second Fortnight of October Variety RT-46 Important features of suitable variety Variety RT-46 Duration (days) 85-90 days Average yield under organ ic condition ( kg/ha) 1000-1200 Kg/ha Source (s) of availability RSSC , Udaipur Suitable regions/districts in the state Udaipur, Bhilwara, Chttor garh, Banswara Field preparation: 1. Deep summer ploughing to hamper the population of soil born pest and disease pathogen. 2. Deep ploughing is necessary to break up any compact layers in the soil so that root can penetrate deep in the soil to obtain moisture from the depth during dry periods..."
